date,order_quantity,delivery_distance,weather_impact,is_holiday,is_promotion,delivery_time,satisfaction,day_of_week,geo_cluster_encoded,_demand_intensity,_time_pattern,_weekly_rhythm,_monthly_rhythm
2025-07-12,38,42,1,1,0,6,4.3,5,0,0.31988267906477214,0.700203333083902,-0.8002413226540301,0.9444384053808291
2025-07-13,22,113,0,1,0,12,4.7,6,2,0.17245945458117015,0.6944243642956939,-0.8871922744086042,0.9313652894598542
2025-07-14,54,52,1,0,0,14,4.0,0,0,0.5236077465948994,0.6886146321513851,-0.9504717573001105,0.9169660017960138
2025-07-15,35,48,0,0,0,5,4.3,1,0,0.14411306049989406,0.6827750559126098,-0.9883913906334728,0.9012610455459449
2025-07-16,40,58,1,0,1,15,4.7,2,0,0.4369016405600799,0.6769065595631694,-0.9999394282002937,0.8842727830087785
2025-07-17,65,46,0,0,0,5,4.0,3,0,0.5620366156958401,0.6710100716628344,-0.984807753012208,0.8660254037844392
2025-07-18,27,49,1,0,0,6,4.2,4,0,0.20388080864478686,0.6650865252004186,-0.9434000982715823,0.8465448903300606
2025-07-19,47,113,0,1,0,13,5.0,5,2,0.26526006970231497,0.6591368574461545,-0.8768212752331535,0.8258589809635438
2025-07-20,40,50,2,1,0,16,3.5,6,0,0.342996453032718,0.6531620098033919,-0.7868476953715922,0.803997130366941
2025-07-21,49,73,0,0,0,16,4.6,0,1,0.3081745146780117,0.6471629276596411,-0.675879973362679,0.7809904676459186
2025-07-22,13,50,0,0,0,2,4.3,1,0,0.07847640863395768,0.6411405602369861,-0.5468788754936303,0.7568717520049925
2025-07-23,63,47,1,0,0,10,4.2,2,0,0.20417842853949858,0.6350958604418911,-0.4032863224839813,0.7316753261016786
2025-07-24,68,114,1,0,1,15,3.7,3,2,0.46757480171249854,0.6290297847144253,-0.24893355446689513,0.7054370671459542
2025-07-25,51,50,0,0,0,5,4.2,4,0,0.22444388214291414,0.6229432928769253,-0.08793890841106133,0.6781943358146669
2025-07-26,106,110,0,1,1,12,4.8,5,2,0.5642742600782021,0.6168373479821264,0.07540206458239794,0.6499859230536468
2025-07-27,78,74,0,1,0,6,4.3,6,1,0.45836380319932735,0.6107129161607798,0.23673121029167962,0.6208519948432446
2025-07-28,81,48,2,1,0,17,2.8,0,0,0.22873235215695734,0.6045709664687839,0.3917440527203939,0.5908340350059584
2025-07-29,61,114,1,0,0,17,3.9,1,2,0.19416253232713945,0.5984124707338527,0.5363046432373823,0.5599747861375968
2025-07-30,66,46,1,0,0,14,3.7,2,0,0.11404878475035836,0.5922384034017463,0.6665559131823692,0.5283181887460523
2025-07-31,57,109,0,0,0,10,4.6,3,2,0.11886389807223895,0.5860497413820847,0.779022585583491,0.49590931868438975
2025-08-01,61,45,0,0,0,11,4.3,4,0,0.22430032560849703,0.5798474638937748,0.8707039001651257,0.4627943229673003
2025-08-02,75,104,0,1,0,12,5.0,5,2,0.1748455929095408,0.5736325523100708,0.9391536776197676,0.42902035406232714
2025-08-03,84,49,1,1,0,15,3.3,6,0,0.23810184430754955,0.5674059900032924,0.9825455869226271,0.3946355027494409
2025-08-04,84,80,0,0,0,10,4.3,0,1,0.43794334939116214,0.5611687621892286,0.9997218742703887,0.3596887296445368
2025-08-05,80,119,1,0,1,16,3.9,1,2,0.3050820962749862,0.5549218557712501,0.990224253491199,0.3242297954843714
2025-08-06,105,107,0,0,0,12,3.9,2,2,0.4110151238583872,0.5486662591841515,0.954306133728749,0.28830919027222335
2025-08-07,80,109,0,1,0,8,4.1,3,2,0.23841138620236768,0.5424029622377547,0.8929258581495703,0.2519780613851261
2025-08-08,75,103,0,0,1,11,4.5,4,2,0.30555856203807996,0.5361329559602936,0.8077211340738071,0.2152881407450906
2025-08-09,62,113,0,1,0,13,4.8,5,2,0.22431198667381724,0.5298572324416052,0.7009653367676003,0.17829167115797728
2025-08-10,85,51,0,1,0,7,5.0,6,0,0.22830350418430012,0.5235767846761531,0.5755068527698904,0.14104133192492
2025-08-11,84,57,0,0,1,11,4.5,0,0,0.601389322500987,0.5172926064059087,0.43469308115439936,0.10359016383224108
2025-08-12,52,55,0,0,0,6,4.4,1,0,0.1861016376343618,0.5110056919631139,0.2822811204739723,0.0659914936266216
2025-08-13,47,51,1,0,0,5,4.4,2,0,0.33223765339141825,0.5047170361129485,0.1223375243784614,0.028298858083118522
2025-08-14,52,47,0,0,0,16,4.5,3,0,0.1535906531023021,0.498427633896132,-0.040870199440710867,-0.009434072225895224
2025-08-15,77,81,0,0,0,7,4.8,4,1,0.5895945688191788,0.49213848047147973,-0.2029874520267571,-0.04715356935230482
2025-08-16,29,49,0,1,0,8,5.0,5,0,0.13601113584966545,0.4858505709584412,-0.359688729644535,-0.08480592447550901
2025-08-17,52,84,0,1,1,5,4.2,6,1,0.1452923245069306,0.47956490027964427,-0.5067930339682688,-0.12233752437845594
2025-08-18,47,54,1,0,0,12,3.5,0,0,0.4696325075583425,0.4732824630034714,-0.6403754266730254,-0.15969492778754882
2025-08-19,55,48,0,0,0,3,5.0,1,0,0.34705488787399064,0.46700425318668987,-0.7568717520049889,-0.19682494146770374
2025-08-20,19,72,1,0,0,4,3.6,2,1,0.2243778179558153,0.46073126421716537,-0.8531737331933923,-0.23367469596425144
2025-08-21,34,116,0,0,0,11,4.2,3,2,0.380680807328598,0.45446448865667977,-0.926711905405286,-0.2701917208837818
2025-08-22,49,112,0,0,0,12,4.0,4,2,0.25273846971971753,0.4482049180838806,-0.9755241724818385,-0.30632401960678207
2025-08-23,14,78,0,1,0,7,3.8,5,1,0.19184179202086682,0.44195354293738515,-0.9983081582712684,-0.342020143325668
2025-08-24,5,52,0,1,0,6,4.6,6,0,0.21777087913042306,0.4357113523590658,-0.9944559557552777,-0.37722926430276815
2025-08-25,54,80,0,1,0,8,5.0,0,1,0.5469541833338392,0.42947933403754046,-0.96407034681615,-0.4119012482439916
2025-08-26,39,56,1,0,0,11,4.0,1,0,0.43202781936331336,0.42325847405189204,-0.9079620598795467,-0.4459867256850755
2025-08-27,36,40,0,1,0,5,5.0,2,0,0.337528941637207,0.4170497567156435,-0.8276281386027298,-0.47943716228880834
2025-08-28,27,78,0,0,0,8,5.0,3,1,0.2801225539599779,0.41085416442101225,-0.7252119987603981,-0.5122049279531135
2025-08-29,46,57,0,0,0,6,4.5,4,0,0.20469271636460634,0.40467267748346797,-0.6034462390634243,-0.5442433646315787
2025-08-30,32,52,0,1,0,3,5.0,5,0,0.19782889115756616,0.3985062739866194,-0.4655797317939582,-0.5755068527698889
2025-08-31,42,118,0,1,0,14,4.1,6,2,0.42009875160522375,0.39235592962745497,-0.3152909385755003,-0.6059508762635476
2025-09-01,25,103,0,0,0,10,4.4,0,2,0.0945684310647346,0.38622261756195897,-0.15658976412855896,-0.6355320858443827
2025-09-02,18,55,0,1,0,4,4.4,1,0,0.0683369109310005,0.3801073082511322,0.006289433316069998,-0.6642083608056132
2025-09-03,59,55,0,0,0,8,4.9,2,0,0.37337115119161546,0.3740109693074376,0.16900082032184777,-0.6919388689775459
2025-09-04,37,41,0,0,0,5,4.6,3,0,0.18149745939782988,0.3679345653416971,0.3272030408577737,-0.7186841248685373
2025-09-05,100,48,1,0,0,9,4.0,4,0,0.4688203508208859,0.3618790578104631,0.47667504944642625,-0.7444060458884184
2025-09-06,72,109,0,1,0,16,4.1,5,2,0.4418376196321603,0.35584540486388916,0.6134287342666634,-0.7690680065743155
2025-09-07,72,41,0,1,0,2,4.8,6,0,0.27311956524215825,0.3498345611941249,0.7338153252767267,-0.7926348907416839
2025-09-08,80,108,2,0,1,19,3.1,0,2,0.4417392325829916,0.3438474778842554,0.8346227482478185,-0.8150731414862619
2025-09-09,74,54,0,0,0,8,4.3,1,0,0.45149946593464635,0.33788510225781476,0.9131613271729827,-0.8363508089657752
2025-09-10,95,108,0,0,0,17,3.9,2,2,0.5143025110676812,0.3319483777288922,0.9673355483972907,-0.8564375958933453
2025-09-11,65,51,0,0,0,4,5.0,3,0,0.19848042283768558,0.32603824365285833,0.9956999717068375,-0.8753049006778127
2025-09-12,52,111,0,0,0,13,4.2,4,2,0.05624495924290872,0.32015563517773227,0.9974977965944996,-0.8929258581495678
2025-09-13,16,49,0,1,0,1,5.0,5,0,0.013096916111202185,0.3143014830962161,0.9726810547031605,-0.9092753778138881
2025-09-14,71,76,2,1,0,16,2.7,6,1,0.4422153449338335,0.30847671369841634,0.9219118896852244,-0.9243301795773077
2025-09-15,73,53,1,0,0,15,3.5,0,0,0.2563288233480382,0.30268224862527976,0.8465448903300614,-0.9380688268961654
2025-09-16,38,42,1,0,1,11,3.3,1,0,0.12008037150759632,0.296919004722764,0.7485909483349894,-0.9504717573001114
2025-09-17,63,110,1,1,0,20,4.4,2,2,0.2906548683413762,0.2911878938967668,0.6306636050425586,-0.9615213102471251
2025-09-18,41,116,0,1,0,15,4.9,3,2,0.248426499061781,0.28548982296883685,0.495909318684388,-0.9712017522703761
2025-09-19,59,107,0,0,0,5,5.0,4,2,0.27311496256388507,0.27982569353269043,0.3479235126942856,-0.9794992993811165
2025-09-20,52,76,1,1,0,10,5.0,5,1,0.23103274537339663,0.2741964018115526,0.1906546450330629,-0.9864021366957143
2025-09-21,61,113,2,1,0,23,3.2,6,2,0.3977583849607771,0.2686028385163507,0.02829885808311999,-0.9919004352588768
2025-09-22,32,50,0,0,0,0,4.9,0,0,0.12280995074610727,0.26304588870477863,-0.13481198000658584,-0.9959863660391042
2025-09-23,44,53,2,0,0,13,3.5,1,0,0.24431246570620366,0.2575264316412563,-0.2943258553192799,-0.9986541110764564
2025-09-24,5,50,0,0,0,9,5.0,2,0,0.16905503117317644,0.25204534065780554,-0.4459867256850774,-0.9998998717667489
2025-09-25,24,68,0,0,0,5,4.3,3,1,0.3630143517577401,0.24660348301586382,-0.5857480775418378,-0.9997218742703887
2025-09-26,17,55,0,0,0,8,4.0,4,0,0.15939157930324252,0.2412017197690609,-0.7098808922944296,-0.9981203720381463
2025-09-27,11,60,0,1,0,6,4.9,5,0,0.09801246109614241,0.23584090562697446,-0.815073141486261,-0.9950976454502662
2025-09-28,14,86,0,1,0,6,4.4,6,1,0.32587444392919906,0.230521888819892,-0.8985181561198679,-0.9906579985694319
2025-09-29,10,92,0,0,0,4,3.6,0,2,0.3065108052415546,0.22524551096459722,-0.9579895123154882,-0.9848077530122081
2025-09-30,0,52,0,0,0,5,4.1,1,0,0.07671218365016587,0.22001260693120256,-0.9919004352588771,-0.9775552389476866
2025-10-01,17,47,0,0,0,9,4.4,2,0,0.4728620841435421,0.2148240047110494,-0.999346136461981,-0.9689107832361499
2025-10-02,4,44,0,0,0,2,4.9,3,0,0.31570110112731165,0.20968052528569736,-0.9801279547221763,-0.9588866947246498
2025-10-03,0,50,2,0,0,15,3.3,4,0,0.20630964194203893,0.20458298249702112,-0.9347586566671519,-0.9474972467204302
2025-10-04,0,49,0,1,0,0,5.0,5,0,0.03867293865424374,0.19953218291843872,-0.8644487554598643,-0.9347586566671513
2025-10-05,33,82,0,1,0,6,4.6,6,1,0.4168670056078366,0.19452892572728875,-0.7710742126987262,-0.9206890630528639
2025-10-06,26,80,0,0,0,9,4.7,0,1,0.30526408172006453,0.18957400257837842,-0.6571263852691877,-0.9053084995825972
2025-10-07,25,74,0,1,0,10,3.7,1,1,0.360409463644948,0.18466819747872149,-0.5256455526313227,-0.8886388666523561
2025-10-08,25,47,1,0,0,11,3.9,2,0,0.31965237212640535,0.1798122866634871,-0.38013979812359566,-0.8707039001651283
2025-10-09,9,106,0,0,1,4,4.9,3,2,0.06039203154803854,0.17500703847317678,-0.224491408637575,-0.8515291377333118
2025-10-10,13,41,1,0,0,8,3.4,4,0,0.21767561927151582,0.17025321323205217,-0.0628532900444809,-0.8311418823156947
2025-10-11,63,73,0,1,0,5,4.2,5,1,0.4233910425225104,0.16555156312783043,0.10046183785216543,-0.8095711633407449
2025-10-12,37,108,0,1,0,10,4.7,6,2,0.08575359616064851,0.16090283209266704,0.2610965104120892,-0.7868476953715905
2025-10-13,38,57,0,0,0,6,4.4,0,0,0.24114210026316804,0.15630775568544508,0.41476478110540466,-0.7630038343715285
2025-10-14,30,47,0,0,0,8,4.5,1,0,0.10682136950093098,0.15176706097538922,0.5573665762616429,-0.7380735316323398
2025-10-15,78,106,0,0,0,13,4.6,2,2,0.39399743206671656,0.14728146642702356,0.685097090483779,-0.7120922854310259
2025-10-16,53,44,0,0,0,9,5.0,3,0,0.25572263337086576,0.14285168178648966,0.7945483039124442,-0.685097090483782
2025-10-17,74,80,0,0,0,7,4.5,4,1,0.3840811292272226,0.1384784079692455,0.8827999127246183,-0.6571263852691892
2025-10-18,67,55,0,1,0,2,5.0,5,0,0.36614580595245383,0.13416233694916102,0.94749724672043,-0.6282199972956439
2025-10-19,105,90,2,1,0,25,1.7,6,1,0.5816434885743039,0.1299041516490284,0.9869140950531595,-0.5984190863909279
2025-10-20,93,51,0,0,1,8,4.7,0,0,0.5621775612709531,0.12570452583250474,0.9999987638285974,-0.5677660860947084
2025-10-21,45,50,0,0,0,3,4.6,1,0,0.08844444030069641,0.12156412399750421,0.9864021366957151,-0.5363046432373839
2025-10-22,70,77,0,0,0,10,4.2,2,1,0.3446235300029249,0.11748360127105517,0.9464869897348522,-0.5040795557913256
2025-10-23,84,48,0,0,1,8,4.9,3,0,0.6095654722173228,0.11346360330564126,0.8813183121098084,-0.4711367090830182
2025-10-24,54,53,0,0,0,6,4.6,4,0,0.3141309765261968,0.10950476617704141,0.7926348907416844,-0.43752301045690567
2025-10-25,97,48,1,1,0,9,3.0,5,0,0.6479463612947148,0.10560771628368448,0.6828029171631912,-0.403286322483982
2025-10-26,45,49,2,1,0,14,2.5,6,0,0.22650191954925245,0.10177307024753568,0.5547528543841167,-0.3684753948102517
2025-10-27,50,49,0,0,0,6,5.0,0,0,0.4532267059451018,0.09800143481652995,0.41190124824399543,-0.33313979474205874
2025-10-28,91,47,0,0,0,7,3.8,1,0,0.5996218506997747,0.09429340676856734,0.2580595694288497,-0.2973298366671729
2025-10-29,31,109,0,0,0,15,4.6,2,2,0.13623186235398355,0.09064957281708619,0.0973325183683057,-0.26109651041208987
2025-10-30,26,39,0,1,0,3,4.9,3,0,0.2361379497655822,0.08707050951822842,-0.06599149362662093,-0.22449140863757358
2025-10-31,55,82,0,0,0,6,4.6,4,1,0.6046614565204121,0.08355678317961329,-0.2275547648760793,-0.1875666533758392
2025-11-01,24,61,0,1,0,14,4.2,5,0,0.2920487185984639,0.08010894977073019,-0.38304657260316805,-0.1503748218139381
2025-11-02,34,47,0,1,0,5,5.0,6,0,0.4004222737895427,0.07672755483496979,-0.5283181887460487,-0.11296887142907358
2025-11-03,10,111,0,0,0,13,3.7,0,2,0.45077109441955576,0.07341313340330369,-0.6594935735358961,-0.07540206458240344
2025-11-04,22,54,0,0,0,7,4.6,1,0,0.18480186641013244,0.07016620990962746,-0.7730727933887156,-0.037727892678718344
2025-11-05,14,116,0,0,0,12,3.8,2,2,0.41019293380539773,0.06698729810778076,-0.8660254037844388,-4.898587196589413e-16
2025-11-06,14,48,0,1,0,4,4.9,3,0,0.34973434990572005,0.063876900990257,-0.9358713055538108,0.03772789267871559
2025-11-07,0,100,0,0,0,1,5.0,4,2,0.17561919698936396,0.060835510708615814,-0.9807469172200397,0.07540206458240069
2025-11-08,18,81,1,1,0,10,4.1,5,1,0.2052622268743936,0.057863608495611285,-0.9994548978290692,0.11296887142907083
2025-11-09,38,110,0,1,0,12,4.7,6,2,0.6085560017364287,0.05496166458904722,-0.9914960935973848,0.15037482181393538
2025-11-10,8,78,1,0,0,4,3.9,0,1,0.14165877053537307,0.052130138157372496,-0.9570828559982718,0.18756665337583647
2025-11-11,27,79,0,0,0,8,4.5,1,1,0.43593946275941003,0.049369477227027836,-0.897133375942314,0.2244914086375709
2025-11-12,2,50,0,0,0,7,4.5,2,0,0.3082365330185971,0.046680118611555355,-0.813247185223735,0.2610965104120872
2025-11-13,30,51,0,0,0,8,4.4,3,0,0.45500639880107346,0.04406248784248318,-0.7076624788865045,0.2973298366671702
2025-11-14,27,111,0,0,0,13,3.9,4,2,0.42754908476185066,0.04151699910199336,-0.5831963972062763,0.33313979474205613
2025-11-15,6,48,2,1,0,17,2.9,5,0,0.2781861683282088,0.039044055157387514,-0.44316986064412617,0.36847539481024916
2025-11-16,15,51,0,1,0,10,3.9,6,0,0.18524055235766115,0.03664404729735754,-0.2913189632755507,0.4032863224839795
2025-11-17,54,108,0,0,0,15,3.4,0,2,0.5553171992560851,0.03431735527007301,-0.13169528883562373,0.43752301045690317
2025-11-18,58,53,0,0,0,7,4.3,1,0,0.5031820579410835,0.03206434722309409,0.031442190919116896,0.47113670908301736
2025-11-19,41,106,2,0,1,21,3.3,2,2,0.32184672035858475,0.029885379645120613,0.19374075123689746,0.5040795557913231
2025-11-20,35,110,0,0,0,12,4.5,3,2,0.2940375021670958,0.02778079730958566,0.350870050851327,0.5363046432373816
2025-11-21,36,71,2,0,0,17,2.5,4,1,0.12544938510343312,0.025750933220102523,0.4986376712409913,0.5677660860947061
2025-11-22,57,108,2,1,0,25,2.5,5,2,0.44440125056011115,0.02379610855777442,0.6331009759268184,0.5984190863909257
2025-11-23,48,52,0,1,0,7,4.9,6,0,0.5757688148776429,0.021916632630374633,0.7506723052527241,0.6282199972956417
2025-11-24,37,44,1,0,0,9,3.8,0,0,0.12381086556612016,0.020112802823405496,0.8482146999128003,0.6571263852691872
2025-11-25,33,78,2,0,0,22,2.2,1,1,0.14174247492062755,0.0183849045530437,0.9231255991943121,0.68509709048378
2025-11-26,48,37,0,0,0,3,5.0,2,0,0.18727519902269188,0.01673321122097937,0.9734062807560018,0.7120922854310239
2025-11-27,65,103,0,0,0,8,4.5,3,2,0.19126728643193613,0.015157984171156214,0.9977151891962615,0.7380735316323379
2025-11-28,74,104,0,0,0,11,3.8,4,2,0.2750086185191396,0.01365947264841999,0.995403730534013,0.7630038343715267
2025-11-29,50,80,0,1,0,6,4.8,5,1,0.2594732652222252,0.012237913759080676,0.9665335775580415,0.7868476953715887
2025-11-30,28,51,0,1,0,8,4.5,6,0,0.11601733753096195,0.010893532433395858,0.9118750243150354,0.8095711633407432
2025-12-01,87,109,0,0,0,10,3.7,0,2,0.5878548997680135,0.009626541389980259,0.8328864336407737,0.8311418823156932
2025-12-02,31,78,0,0,0,8,4.6,1,1,0.14184427607987107,0.008437141102147938,0.7316753261016812,0.8515291377333104
2025-12-03,48,78,0,0,0,11,4.9,2,1,0.26709409153878366,0.007325519766191835,0.6109421485454234,0.870703900165127
2025-12-04,24,53,0,0,1,3,4.7,3,0,0.16934940183695033,0.006291853271605585,0.47390822259044685,0.8886388666523548
2025-12-05,63,111,1,0,0,18,2.5,4,2,0.5051295998717548,0.005336305173253286,0.3242297954843716,0.9053084995825961
2025-12-06,19,78,1,1,0,10,4.2,5,1,0.21522630115591282,0.004459026665490251,0.1659004865687176,0.9206890630528628
2025-12-07,42,116,0,1,0,13,4.6,6,2,0.30267928438841163,0.0036601565582398687,0.003144732207737115,0.9347586566671503
2025-12-08,50,119,0,0,1,14,4.0,0,2,0.6043368946581595,0.002939821255030395,-0.15969492778754515,0.9474972467204293
2025-12-09,20,43,0,0,0,4,4.5,1,0,0.22644282471136645,0.0022981347329937285,-0.31827371489230777,0.9588866947246496
2025-12-10,7,82,2,0,0,18,4.2,2,1,0.33001023491704745,0.0017351985248316715,-0.4683605363326567,0.9689107832361491
2025-12-11,6,125,0,0,0,13,4.0,3,2,0.15526763571837746,0.001251101702750168,-0.6059508762635475,0.9775552389476859
2025-12-12,0,51,0,0,0,4,4.2,4,0,0.2640383541633144,0.0008459208643659122,-0.7273736415730456,0.9848077530122077
2025-12-13,19,110,2,1,0,24,2.8,5,2,0.3870555710169233,0.00051972012058632,-0.8293891115250822,0.9906579985694315
2025-12-14,0,109,2,1,0,25,3.0,6,2,0.12195815794277094,0.00027255108546536677,-0.9092753778138866,0.9950976454502659
2025-12-15,0,82,1,0,1,10,4.2,0,1,0.23073436812794024,0.00010445286803695275,-0.9649009686947387,0.9981203720381462
2025-12-16,0,113,1,0,0,21,2.2,1,2,0.33743284497625053,1.545206612657557e-05,-0.9947817194825849,0.9997218742703887
2025-12-17,0,103,0,1,1,9,4.2,2,2,0.07241046297913235,5.5627621429743535e-06,-0.9981203720381463,0.9998998717667489
2025-12-18,5,109,0,0,0,17,4.7,3,2,0.37822073548513974,7.478652084980109e-05,-0.9748278466745353,0.9986541110764565
2025-12-19,4,38,0,1,0,3,5.0,4,0,0.3194343997975769,0.00022311238911804088,-0.9255256189216784,0.9959863660391044
2025-12-20,0,48,0,1,0,7,4.0,5,0,0.19725972017809695,0.00045051689765923664,-0.8515291377333137,0.9919004352588772
2025-12-21,22,75,1,1,0,15,4.4,6,1,0.28717210051402103,0.0007569640647387965,-0.7548127275607996,0.9864021366957147
2025-12-22,43,81,0,1,1,7,5.0,0,1,0.6008221918617068,0.001142405401869273,-0.6379569107531156,0.9794992993811166
2025-12-23,0,71,0,0,0,7,4.5,1,1,0.09712260572285623,0.001606779921482837,-0.5040795557913257,0.9712017522703768
2025-12-24,25,107,2,0,1,25,3.2,2,2,0.2750073539162113,0.002150014146581114,-0.35675268841423624,0.9615213102471257
2025-12-25,45,54,0,0,0,5,5.0,3,0,0.5045933992123101,0.0027720221223612174,-0.19990718522480588,0.9504717573001122
2025-12-26,21,76,2,0,0,16,2.6,4,1,0.15951835961325392,0.0034727054298161475,-0.03772789267871498,0.9380688268961663
2025-12-27,36,40,2,1,0,11,3.7,5,0,0.21444346597451258,0.004251953201307557,0.12545803018029467,0.9243301795773087
2025-12-28,52,111,0,1,0,16,5.0,6,2,0.46315732764973994,0.005109642138108217,0.28529656607405185,0.9092753778138893
2025-12-29,8,77,0,0,0,6,5.0,0,1,0.27810240669822206,0.006045636529910914,0.437523010456903,0.892925858149569
2025-12-30,27,49,0,0,1,9,4.2,1,0,0.185040538482732,0.007059788276302048,0.5780757595003725,0.8753049006778141
2025-12-31,43,46,0,0,1,3,4.9,2,0,0.11455555890742458,0.008151936910194835,0.7032046790806828,0.8564375958933468
2026-01-01,64,119,0,0,1,16,4.8,3,2,0.4228950555098883,0.00932190962322016,0.8095711633407452,0.8363508089657767
2026-01-02,85,72,0,0,0,11,3.9,4,1,0.6440679634524121,0.010569521293069262,0.8943372131310265,0.8150731414862634
2026-01-03,68,64,2,1,0,17,3.1,5,0,0.3083255266751108,0.011894574512785194,0.9552411575982874,0.7926348907416857
2026-01-04,66,108,0,1,0,9,4.4,6,2,0.4105774245043222,0.013296859621998613,0.9906579985694325,0.7690680065743173
2026-01-05,25,110,1,0,0,14,3.5,0,2,0.19605420588440753,0.014776154740101466,0.99964276766223,0.7444060458884202
2026-01-06,25,107,0,1,0,9,4.7,1,2,0.13887477350878247,0.01633222580135485,0.981955739297507,0.7186841248685392
2026-01-07,39,76,0,0,0,11,4.4,2,1,0.09852676123919558,0.01796482659192461,0.9380688268961652,0.6919388689775479
2026-01-08,60,76,2,0,0,19,3.4,3,1,0.36726113123900356,0.0196736987888394,0.8691529916019962,0.6642083608056152
2026-01-09,87,113,0,0,0,9,5.0,4,2,0.5073793345737749,0.021458572000864484,0.7770469994822918,0.6355320858443848
2026-01-10,36,72,0,1,1,7,4.0,5,1,0.2364619685412546,0.023319163811285237,0.6642083608056154,0.6059508762635498
2026-01-11,54,111,0,1,0,11,4.4,6,2,0.4056361401586,0.025255179822593177,0.5336477604021209,0.5755068527698911
2026-01-12,30,39,1,1,0,3,4.3,0,0,0.26490977098893786,0.027266313703068146,0.3888487285913827,0.5442433646315811
2026-01-13,41,81,0,0,0,8,4.7,1,1,0.3808117943964557,0.029352247235248208,0.23367469596425774,0.5122049279531159
2026-01-14,7,54,0,0,0,7,4.6,2,0,0.22533174704489528,0.031512650366280814,0.07226591192058894,0.4794371622888108
2026-01-15,0,43,0,0,0,3,4.3,3,0,0.04515369517060627,0.03374718126014625,-0.0910710226866424,0.445986725685078
2026-01-16,10,53,2,0,0,16,3.9,4,0,0.16436603283956178,0.03605548635174527,-0.2519780613851301,0.4119012482439941
2026-01-17,8,50,2,1,0,16,4.1,5,0,0.19143069972773935,0.03843720040284376,-0.40616199055446733,0.3772292643027707
2026-01-18,34,117,0,1,0,11,4.7,6,2,0.2616461141449531,0.04089194655986289,-0.5495089780708043,0.3420201433256706
2026-01-19,37,45,1,0,0,12,4.2,0,0,0.35639372193893865,0.04341933641350826,-0.6781943358146674,0.3063240196067847
2026-01-20,0,94,0,0,0,13,4.4,1,1,0.08073936672491931,0.046018970060226816,-0.7887845674326345,0.27019172088378446
2026-01-21,0,98,0,0,0,5,5.0,2,2,0.10845747547886783,0.04869043616548285,-0.8783289785827659,0.23367469596425414
2026-01-22,2,78,0,0,0,6,3.4,3,1,0.24552664654232526,0.051433312028842826,-0.9444384053808281,0.19682494146770646
2026-01-23,36,41,0,0,0,11,4.4,4,0,0.5453972463065507,0.054247163650857855,-0.9853489604676167,0.15969492778755154
2026-01-24,3,119,0,1,0,12,4.1,5,2,0.3355411391283527,0.05713154580173513,-0.999969095867747,0.12233752437845867
2026-01-25,0,78,0,1,0,7,4.7,6,1,0.11193257488627385,0.06008600209178511,-0.987908726940179,0.08480592447550998
2026-01-26,2,109,0,0,0,10,5.0,0,2,0.07861861954219991,0.06311006504363553,-0.9494896403548141,0.04715356935230757
2026-01-27,0,112,1,1,1,20,3.5,1,2,0.22324955997792298,0.0662032561661991,-0.8857369083965289,0.00943407222589798
2026-01-28,13,109,0,0,0,8,4.4,2,2,0.23934489305310983,0.06936508603038455,-0.798351538674403,-0.028298858083115767
2026-01-29,22,77,0,0,1,10,3.8,3,1,0.4691650839986767,0.07259505434653696,-0.6896650889782663,-0.06599149362661885
2026-01-30,0,43,2,1,0,13,3.3,4,0,0.10930101287827769,0.07589265004359874,-0.5625774582184391,-0.10359016383223835
2026-01-31,23,80,0,1,0,6,5.0,5,1,0.350841738423868,0.0792573513499748,-0.42047951326921335,-0.14104133192491727
2026-02-01,1,51,0,1,0,4,4.4,6,0,0.11473327681688954,0.08268862587609122,-0.2671626161345169,-0.17829167115797456
2026-02-02,65,113,1,0,1,17,2.6,0,2,0.5209560844968074,0.08618593069863428,-0.10671746537136496,-0.2152881407450879
2026-02-03,39,59,0,0,0,5,5.0,1,0,0.46291911654104495,0.0897487124464561,0.05657504918378979,-0.2519780613851234
2026-02-04,59,39,0,0,0,8,4.7,2,0,0.4458084306295856,0.09337640738813335,0.21835806624464638,-0.28830919027222074
2026-02-05,57,109,0,0,0,9,4.4,3,2,0.45074564735850964,0.09706844152116523,0.37431499992402306,-0.3242297954843688
2026-02-06,45,85,1,0,1,14,4.4,4,1,0.207768701685737,0.10082423066279683,0.5202847119815737,-0.3596887296445326
2026-02-07,75,49,0,1,0,8,4.7,5,0,0.5530846398930729,0.10464318054245286,0.652372536521789,-0.39463550274944004
2026-02-08,59,68,1,1,0,13,4.5,6,1,0.2414057853315312,0.10852468689576816,0.7670541948555992,-0.42902035406232464
2026-02-09,54,103,0,0,1,13,4.9,0,2,0.35219914462398455,0.11246813556019913,0.861269827939233,-0.4627943229672962
2026-02-10,98,51,0,0,0,5,4.1,1,0,0.5623335554103934,0.11647290257220055,0.9325056374797052,-0.4959093186843889
2026-02-11,37,111,1,0,0,18,3.8,2,2,0.066028107172517,0.12053835426595544,0.9788609574138609,-0.52831818874605
2026-02-12,66,53,0,0,0,8,5.0,3,0,0.47801036279397796,0.12466384737363773,0.9990989662046815,-0.559974786137593
2026-02-13,75,106,0,0,0,15,3.7,4,2,0.36195574219105253,0.1288487291271952,0.9926796868835197,-0.5908340350059577
